hcp_id,hcp_name,specialty,decile,segment,territory_id,territory_name,rep_id,rep_name,city,province
HCP000911,Michael Webster,Primary Care,1,Low,T002,Territory 002,REP002,Noah Rhodes,New Jamieborough,Manitoba
HCP000912,Alyssa Thomas,Endocrinology,8,High,T012,Territory 012,REP012,Jamie Arnold,Stacystad,Northwest Territories
HCP000913,Jonathan Chandler,Primary Care,5,Medium,T001,Territory 001,REP001,Allison Hill,New Ashley,British Columbia
HCP000914,Pamela Rice,Primary Care,7,Medium,T004,Territory 004,REP004,Daniel Wagner,West George,Yukon Territory
HCP000915,Valerie Garcia,Oncology,2,Low,T010,Territory 010,REP010,Ryan Munoz,New Melissa,Nunavut
HCP000916,Kevin Gonzales,Primary Care,3,Low,T018,Territory 018,REP018,Derek Zuniga,East Maryfurt,Nova Scotia
HCP000917,Darren Rodriguez,Endocrinology,10,High,T004,Territory 004,REP004,Daniel Wagner,Davidville,Ontario
HCP000918,Philip Bush,Primary Care,4,Medium,T015,Territory 015,REP015,Dylan Miller,North Markville,Nova Scotia
HCP000919,Kyle Collins,Primary Care,1,Low,T002,Territory 002,REP002,Noah Rhodes,Perezchester,Newfoundland and Labrador
HCP000920,Mrs. Shannon Jacobson,Oncology,1,Low,T015,Territory 015,REP015,Dylan Miller,Crosbystad,Manitoba
HCP000921,Michael Powers,Cardiology,9,High,T007,Territory 007,REP007,Abigail Shaffer,Kimland,British Columbia
HCP000922,James Garza,Cardiology,5,Medium,T016,Territory 016,REP016,Brian Ramirez,Lake Saraburgh,British Columbia
HCP000923,Curtis Gonzalez,Cardiology,4,Medium,T016,Territory 016,REP016,Brian Ramirez,Martinezchester,Saskatchewan
HCP000924,Dr. Ralph Wheeler DDS,Neurology,6,Medium,T011,Territory 011,REP011,Monica Herrera,Kellyfurt,Nunavut
HCP000925,Brittany Gibson,Cardiology,10,High,T017,Territory 017,REP017,Holly Wood,West Tracybury,Quebec
HCP000926,Alyssa Rojas,Cardiology,3,Low,T002,Territory 002,REP002,Noah Rhodes,South Erikaburgh,Nova Scotia
HCP000927,Erin Turner,Oncology,4,Medium,T006,Territory 006,REP006,Connie Lawrence,Port Charleshaven,Yukon Territory
HCP000928,John Carter MD,Pulmonology,5,Medium,T004,Territory 004,REP004,Daniel Wagner,Amyside,Ontario
HCP000929,Phillip Ewing,Cardiology,1,Low,T020,Territory 020,REP020,Carla Gray,South Shannonfurt,Nunavut
HCP000930,Andrew Hawkins,Primary Care,2,Low,T002,Territory 002,REP002,Noah Rhodes,Nicoleburgh,Nunavut
HCP000931,Erik Price,Primary Care,10,High,T007,Territory 007,REP007,Abigail Shaffer,New Emilyside,Quebec
HCP000932,Julie Hart,Cardiology,6,Medium,T005,Territory 005,REP005,Cristian Santos,New Brian,Newfoundland and Labrador
HCP000933,Wesley Jensen MD,Neurology,6,Medium,T004,Territory 004,REP004,Daniel Wagner,Luketown,Prince Edward Island
HCP000934,Russell Bailey,Cardiology,3,Low,T008,Territory 008,REP008,Gina Moore,Port Patriciamouth,Nova Scotia
HCP000935,Gregory Howard,Cardiology,7,Medium,T005,Territory 005,REP005,Cristian Santos,Brianbury,New Brunswick
HCP000936,Erik Miller,Primary Care,6,Medium,T018,Territory 018,REP018,Derek Zuniga,Port Kevinmouth,Manitoba
HCP000937,Gabriel Murray,Oncology,3,Low,T014,Territory 014,REP014,Michele Williams,Bradleychester,Newfoundland and Labrador
HCP000938,John Johnson,Oncology,4,Medium,T002,Territory 002,REP002,Noah Rhodes,Nicholasfurt,Northwest Territories
HCP000939,Rhonda Garcia,Neurology,2,Low,T020,Territory 020,REP020,Carla Gray,West Tyler,Yukon Territory
HCP000940,Gina Mendez,Primary Care,2,Low,T018,Territory 018,REP018,Derek Zuniga,Taraborough,Nunavut
HCP000941,Valerie Jones,Primary Care,2,Low,T011,Territory 011,REP011,Monica Herrera,West Joseph,Newfoundland and Labrador
HCP000942,Jennifer Perez PhD,Cardiology,6,Medium,T018,Territory 018,REP018,Derek Zuniga,Lake Meganville,Prince Edward Island
HCP000943,Austin Solis,Cardiology,8,High,T018,Territory 018,REP018,Derek Zuniga,Simmonsstad,Yukon Territory
HCP000944,Rodney Wagner,Primary Care,10,High,T010,Territory 010,REP010,Ryan Munoz,Ryanside,Northwest Territories
HCP000945,James Weber,Cardiology,8,High,T019,Territory 019,REP019,Lisa Jackson,Powersside,Manitoba
HCP000946,Lori Black,Endocrinology,9,High,T002,Territory 002,REP002,Noah Rhodes,New Victor,Quebec
HCP000947,Natalie Mcdonald,Cardiology,7,Medium,T016,Territory 016,REP016,Brian Ramirez,Michaelton,Ontario
HCP000948,Joel Allen,Cardiology,5,Medium,T006,Territory 006,REP006,Connie Lawrence,Meganchester,Northwest Territories
HCP000949,Susan Walters,Primary Care,5,Medium,T009,Territory 009,REP009,Gabrielle Davis,Adamsport,Quebec
HCP000950,Michael Young,Cardiology,4,Medium,T007,Territory 007,REP007,Abigail Shaffer,North Edward,Alberta
HCP000951,Ronald Marshall,Endocrinology,3,Low,T017,Territory 017,REP017,Holly Wood,Hendersonton,New Brunswick
HCP000952,Chad Green,Endocrinology,3,Low,T018,Territory 018,REP018,Derek Zuniga,Donnaburgh,Quebec
HCP000953,Tracey Tucker,Primary Care,8,High,T002,Territory 002,REP002,Noah Rhodes,North Micheleland,Northwest Territories
HCP000954,Sharon Lester,Primary Care,1,Low,T005,Territory 005,REP005,Cristian Santos,Mosleyland,Nova Scotia
HCP000955,Misty Taylor,Primary Care,7,Medium,T004,Territory 004,REP004,Daniel Wagner,New Jessicaville,Ontario
HCP000956,Lauren Hampton,Primary Care,7,Medium,T020,Territory 020,REP020,Carla Gray,Tylerland,New Brunswick
HCP000957,Patricia Edwards,Cardiology,6,Medium,T007,Territory 007,REP007,Abigail Shaffer,Shafferbury,Nova Scotia
HCP000958,Brian Lewis,Endocrinology,1,Low,T016,Territory 016,REP016,Brian Ramirez,Scottview,Prince Edward Island
HCP000959,Joseph Lyons,Primary Care,10,High,T020,Territory 020,REP020,Carla Gray,West Amyfort,Quebec
HCP000960,Donald Mueller,Endocrinology,2,Low,T006,Territory 006,REP006,Connie Lawrence,West Thomas,Northwest Territories
HCP000961,Alisha Rasmussen,Oncology,6,Medium,T005,Territory 005,REP005,Cristian Santos,Port Joditon,Saskatchewan
HCP000962,Megan King,Neurology,9,High,T016,Territory 016,REP016,Brian Ramirez,Parkerstad,Yukon Territory
HCP000963,Kimberly Young,Primary Care,4,Medium,T011,Territory 011,REP011,Monica Herrera,Pricefurt,Newfoundland and Labrador
HCP000964,Timothy Sherman,Pulmonology,4,Medium,T012,Territory 012,REP012,Jamie Arnold,Jasonburgh,Nunavut
HCP000965,Sherry Wang,Cardiology,7,Medium,T019,Territory 019,REP019,Lisa Jackson,Mccormickview,British Columbia
HCP000966,Teresa Ruiz,Cardiology,6,Medium,T020,Territory 020,REP020,Carla Gray,Housemouth,Saskatchewan
HCP000967,Thomas Garcia,Cardiology,2,Low,T008,Territory 008,REP008,Gina Moore,Lake Jose,British Columbia
HCP000968,Lance Li,Pulmonology,2,Low,T005,Territory 005,REP005,Cristian Santos,Shawntown,Yukon Territory
HCP000969,Martin Mccoy,Oncology,2,Low,T002,Territory 002,REP002,Noah Rhodes,North Richard,Quebec
HCP000970,Kenneth Rodriguez,Pulmonology,2,Low,T004,Territory 004,REP004,Daniel Wagner,New Jennifer,Yukon Territory
HCP000971,Pamela Bradford,Endocrinology,7,Medium,T003,Territory 003,REP003,Angie Henderson,Sparksmouth,Nunavut
HCP000972,Nicholas Green,Oncology,6,Medium,T002,Territory 002,REP002,Noah Rhodes,Laurenborough,British Columbia
HCP000973,Christopher Walter,Endocrinology,8,High,T018,Territory 018,REP018,Derek Zuniga,North Stacy,Ontario
HCP000974,Lori Meadows,Endocrinology,4,Medium,T015,Territory 015,REP015,Dylan Miller,Gonzalezburgh,Alberta
HCP000975,Jeffrey Green,Endocrinology,10,High,T002,Territory 002,REP002,Noah Rhodes,West Georgeshire,British Columbia
HCP000976,Joseph Ayala,Oncology,5,Medium,T012,Territory 012,REP012,Jamie Arnold,Wilcoxfort,British Columbia
HCP000977,Dale Shah,Primary Care,10,High,T010,Territory 010,REP010,Ryan Munoz,Keithfort,Nova Scotia
HCP000978,Scott Greene,Cardiology,6,Medium,T004,Territory 004,REP004,Daniel Wagner,Jessicaborough,Nova Scotia
HCP000979,Ricky Johnson,Cardiology,6,Medium,T002,Territory 002,REP002,Noah Rhodes,Joemouth,New Brunswick
HCP000980,Michael Ellis,Endocrinology,6,Medium,T001,Territory 001,REP001,Allison Hill,South Deanmouth,Saskatchewan
HCP000981,Daniel Reyes,Endocrinology,7,Medium,T013,Territory 013,REP013,Lisa Hensley,Fitzgeraldview,British Columbia
HCP000982,Anthony Cook,Endocrinology,8,High,T015,Territory 015,REP015,Dylan Miller,South Rebekah,Prince Edward Island
HCP000983,Tracy George,Primary Care,6,Medium,T001,Territory 001,REP001,Allison Hill,North Jonfurt,Newfoundland and Labrador
HCP000984,Megan Anderson,Cardiology,4,Medium,T013,Territory 013,REP013,Lisa Hensley,New Harryburgh,Ontario
HCP000985,Gerald Mcdonald Jr.,Primary Care,9,High,T012,Territory 012,REP012,Jamie Arnold,Thomasville,Northwest Territories
HCP000986,Carl Savage,Primary Care,6,Medium,T014,Territory 014,REP014,Michele Williams,Juliechester,Newfoundland and Labrador
HCP000987,Deborah Gallegos,Endocrinology,7,Medium,T018,Territory 018,REP018,Derek Zuniga,Zacharychester,Manitoba
HCP000988,Zachary Gallagher,Primary Care,6,Medium,T017,Territory 017,REP017,Holly Wood,New Melissa,Quebec
HCP000989,Jessica Lopez,Oncology,5,Medium,T017,Territory 017,REP017,Holly Wood,East Isaacfort,Newfoundland and Labrador
HCP000990,John Wilson,Cardiology,6,Medium,T018,Territory 018,REP018,Derek Zuniga,Williamsstad,Saskatchewan
HCP000991,Judith Rodriguez,Primary Care,2,Low,T016,Territory 016,REP016,Brian Ramirez,North Michael,New Brunswick
HCP000992,Catherine Jackson,Pulmonology,5,Medium,T003,Territory 003,REP003,Angie Henderson,Annashire,New Brunswick
HCP000993,Valerie Fox,Primary Care,6,Medium,T020,Territory 020,REP020,Carla Gray,South Samantha,New Brunswick
HCP000994,Megan Clay,Neurology,4,Medium,T005,Territory 005,REP005,Cristian Santos,West Erinville,Nova Scotia
HCP000995,Timothy Rodriguez,Neurology,5,Medium,T017,Territory 017,REP017,Holly Wood,Ericland,Nunavut
HCP000996,Mary Gibson,Endocrinology,2,Low,T016,Territory 016,REP016,Brian Ramirez,Brooketown,Northwest Territories
HCP000997,Mary Tapia,Primary Care,10,High,T004,Territory 004,REP004,Daniel Wagner,Staceyshire,Manitoba
HCP000998,Anthony Schneider,Neurology,9,High,T009,Territory 009,REP009,Gabrielle Davis,Laurenland,Ontario
HCP000999,Jane Ross,Primary Care,6,Medium,T020,Territory 020,REP020,Carla Gray,East Tammy,Nova Scotia
HCP001000,Samuel Martin,Cardiology,8,High,T012,Territory 012,REP012,Jamie Arnold,Mitchellberg,British Columbia
